m,n,k,b,p,q,algo,lookahead,gflops
1536,1536,1536,128,1,1,p2p-i-la,2,113.442966
1536,1536,1536,128,1,1,p2p-i-la,2,113.217905
1536,1536,1536,128,1,1,p2p-i-la,2,113.398586
1536,1536,1536,128,1,1,p2p-i-la,3,115.88253
1536,1536,1536,128,1,1,p2p-i-la,3,116.865384
1536,1536,1536,128,1,1,p2p-i-la,3,116.349465
1536,1536,1536,128,1,1,p2p-i-la,3,113.201989
1536,1536,1536,128,1,1,p2p-i-la,3,116.109021
1536,1536,1536,128,1,1,p2p-i-la,4,112.868805
1536,1536,1536,128,1,1,p2p-i-la,4,114.41359
1536,1536,1536,128,1,1,p2p-i-la,4,114.181059
1536,1536,1536,128,1,1,p2p-i-la,4,113.867134
1536,1536,1536,128,1,1,p2p-i-la,4,113.911883
1536,1536,1536,128,1,1,p2p-i-la,5,114.428031
1536,1536,1536,128,1,1,p2p-i-la,5,113.795632
1536,1536,1536,128,1,1,p2p-i-la,5,113.412785
1536,1536,1536,128,1,1,p2p-i-la,5,110.322656
1536,1536,1536,128,1,1,p2p-i-la,5,113.343608
1536,1536,1536,128,1,1,p2p-i-la,6,115.056556
1536,1536,1536,128,1,1,p2p-i-la,6,113.924409
1536,1536,1536,128,1,1,p2p-i-la,6,113.554932
1536,1536,1536,128,1,1,p2p-i-la,6,113.35247
1536,1536,1536,128,1,1,p2p-i-la,6,113.290464
1536,1536,1536,128,1,1,p2p-i-la,7,114.480455
1536,1536,1536,128,1,1,p2p-i-la,7,115.997525
1536,1536,1536,128,1,1,p2p-i-la,7,113.292232
1536,1536,1536,128,1,1,p2p-i-la,7,115.76407
1536,1536,1536,128,1,1,p2p-i-la,7,115.710477
1536,1536,1536,128,1,1,p2p-i-la,8,115.542613
1536,1536,1536,128,1,1,p2p-i-la,8,114.334169
1536,1536,1536,128,1,1,p2p-i-la,8,114.042729
1536,1536,1536,128,1,1,p2p-i-la,8,114.019403
1536,1536,1536,128,1,1,p2p-i-la,8,113.922622
1536,1536,1536,128,1,1,p2p-i-la,9,114.850526
1536,1536,1536,128,1,1,p2p-i-la,9,113.538921
1536,1536,1536,128,1,1,p2p-i-la,9,113.111889
1536,1536,1536,128,1,1,p2p-i-la,9,113.141911
1536,1536,1536,128,1,1,p2p-i-la,9,113.380848
1536,1536,1536,128,1,1,p2p-i-la,10,115.204684
1536,1536,1536,128,1,1,p2p-i-la,10,113.867134
1536,1536,1536,128,1,1,p2p-i-la,10,113.533594
1536,1536,1536,128,1,1,p2p-i-la,10,113.279844
1536,1536,1536,128,1,1,p2p-i-la,10,113.421658
1536,1536,1536,128,1,1,p2p-i-la,11,115.340351
1536,1536,1536,128,1,1,p2p-i-la,11,114.359425
1536,1536,1536,128,1,1,p2p-i-la,11,114.031954
1536,1536,1536,128,1,1,p2p-i-la,11,113.945907
1536,1536,1536,128,1,1,p2p-i-la,11,113.886824
1536,1536,1536,128,1,1,p2p-i-la,12,115.168076
1536,1536,1536,128,1,1,p2p-i-la,12,113.522915
1536,1536,1536,128,1,1,p2p-i-la,12,112.965562
1536,1536,1536,128,1,1,p2p-i-la,12,112.983169
1536,1536,1536,128,1,1,p2p-i-la,12,112.872315
512,512,512,128,2,2,p2p,0,65.170056
512,512,512,128,2,2,p2p,0,91.0568
512,512,512,128,2,2,p2p,0,91.0568
512,512,512,128,2,2,p2p,0,89.687758
512,512,512,128,2,2,p2p,0,91.804194
512,512,512,128,2,2,bcast,0,80.466263
512,512,512,128,2,2,bcast,0,86.119813
512,512,512,128,2,2,bcast,0,86.872315
512,512,512,128,2,2,bcast,0,87.896352
512,512,512,128,2,2,bcast,0,87.781379
512,512,512,128,2,2,p2p-i-la,1,51.316279
512,512,512,128,2,2,p2p-i-la,1,83.859876
512,512,512,128,2,2,p2p-i-la,1,85.954356
512,512,512,128,2,2,p2p-i-la,1,86.396995
512,512,512,128,2,2,p2p-i-la,1,87.495257
512,512,512,128,2,2,p2p-i-la,2,71.908774
512,512,512,128,2,2,p2p-i-la,2,82.367433
512,512,512,128,2,2,p2p-i-la,2,85.407401
512,512,512,128,2,2,p2p-i-la,2,87.552332
512,512,512,128,2,2,p2p-i-la,2,86.230472
512,512,512,128,2,2,p2p-i-la,3,70.715346
512,512,512,128,2,2,p2p-i-la,3,82.901624
512,512,512,128,2,2,p2p-i-la,3,85.082552
512,512,512,128,2,2,p2p-i-la,3,86.175107
512,512,512,128,2,2,p2p-i-la,3,86.675961
512,512,512,128,2,2,p2p-i-la,4,49.756342
512,512,512,128,2,2,p2p-i-la,4,81.591326
512,512,512,128,2,2,p2p-i-la,4,85.871865
512,512,512,128,2,2,p2p-i-la,4,87.126083
512,512,512,128,2,2,p2p-i-la,4,87.182677
1024,1024,1024,128,2,2,p2p,0,100.476473
1024,1024,1024,128,2,2,p2p,0,101.205694
1024,1024,1024,128,2,2,p2p,0,101.005773
1024,1024,1024,128,2,2,p2p,0,101.272511
1024,1024,1024,128,2,2,p2p,0,101.704177
1024,1024,1024,128,2,2,bcast,0,99.65584
1024,1024,1024,128,2,2,bcast,0,100.906099
1024,1024,1024,128,2,2,bcast,0,100.467069
1024,1024,1024,128,2,2,bcast,0,101.105635
1024,1024,1024,128,2,2,bcast,0,101.267734
1024,1024,1024,128,2,2,p2p-i-la,1,95.109779
1024,1024,1024,128,2,2,p2p-i-la,1,97.166809
1024,1024,1024,128,2,2,p2p-i-la,1,96.991266
1024,1024,1024,128,2,2,p2p-i-la,1,96.890617
1024,1024,1024,128,2,2,p2p-i-la,1,97.008796
1024,1024,1024,128,2,2,p2p-i-la,2,93.503013
1024,1024,1024,128,2,2,p2p-i-la,2,96.286761
1024,1024,1024,128,2,2,p2p-i-la,2,96.31267
1024,1024,1024,128,2,2,p2p-i-la,2,96.265183
1024,1024,1024,128,2,2,p2p-i-la,2,96.260867
1024,1024,1024,128,2,2,p2p-i-la,3,91.835602
1024,1024,1024,128,2,2,p2p-i-la,3,95.122413
1024,1024,1024,128,2,2,p2p-i-la,3,95.869809
1024,1024,1024,128,2,2,p2p-i-la,3,95.968348
1024,1024,1024,128,2,2,p2p-i-la,3,95.998377
1024,1024,1024,128,2,2,p2p-i-la,4,90.511831
1024,1024,1024,128,2,2,p2p-i-la,4,94.949981
1024,1024,1024,128,2,2,p2p-i-la,4,94.941583
1024,1024,1024,128,2,2,p2p-i-la,4,95.257435
1024,1024,1024,128,2,2,p2p-i-la,4,95.308171
1024,1024,1024,128,2,2,p2p-i-la,5,89.437496
1024,1024,1024,128,2,2,p2p-i-la,5,94.912211
1024,1024,1024,128,2,2,p2p-i-la,5,95.384365
1024,1024,1024,128,2,2,p2p-i-la,5,95.210983
1024,1024,1024,128,2,2,p2p-i-la,5,95.215198
1024,1024,1024,128,2,2,p2p-i-la,6,88.483051
1024,1024,1024,128,2,2,p2p-i-la,6,92.21021
1024,1024,1024,128,2,2,p2p-i-la,6,94.72382
1024,1024,1024,128,2,2,p2p-i-la,6,87.545199
1024,1024,1024,128,2,2,p2p-i-la,6,88.654736
1024,1024,1024,128,2,2,p2p-i-la,7,85.471984
1024,1024,1024,128,2,2,p2p-i-la,7,93.218895
1024,1024,1024,128,2,2,p2p-i-la,7,94.13008
1024,1024,1024,128,2,2,p2p-i-la,7,94.225073
1024,1024,1024,128,2,2,p2p-i-la,7,93.994117
1024,1024,1024,128,2,2,p2p-i-la,8,87.331582
1024,1024,1024,128,2,2,p2p-i-la,8,94.336836
1024,1024,1024,128,2,2,p2p-i-la,8,94.245746
1024,1024,1024,128,2,2,p2p-i-la,8,94.565307
1024,1024,1024,128,2,2,p2p-i-la,8,94.254021
1536,1536,1536,128,2,2,p2p,0,105.293276
1536,1536,1536,128,2,2,p2p,0,105.802043
1536,1536,1536,128,2,2,p2p,0,105.533981
1536,1536,1536,128,2,2,p2p,0,105.840664
1536,1536,1536,128,2,2,p2p,0,105.409653
1536,1536,1536,128,2,2,bcast,0,105.388196
1536,1536,1536,128,2,2,bcast,0,105.438799
1536,1536,1536,128,2,2,bcast,0,105.103938
1536,1536,1536,128,2,2,bcast,0,106.080781
1536,1536,1536,128,2,2,bcast,0,103.816732
1536,1536,1536,128,2,2,p2p-i-la,1,100.814517
1536,1536,1536,128,2,2,p2p-i-la,1,101.911719
1536,1536,1536,128,2,2,p2p-i-la,1,101.88449
1536,1536,1536,128,2,2,p2p-i-la,1,101.674386
1536,1536,1536,128,2,2,p2p-i-la,1,101.992027
1536,1536,1536,128,2,2,p2p-i-la,2,100.018735
1536,1536,1536,128,2,2,p2p-i-la,2,101.268089
1536,1536,1536,128,2,2,p2p-i-la,2,100.787881
1536,1536,1536,128,2,2,p2p-i-la,2,100.460979
1536,1536,1536,128,2,2,p2p-i-la,2,100.502775
1536,1536,1536,128,2,2,p2p-i-la,3,98.755399
1536,1536,1536,128,2,2,p2p-i-la,3,100.490234
1536,1536,1536,128,2,2,p2p-i-la,3,97.16013
1536,1536,1536,128,2,2,p2p-i-la,3,100.306652
1536,1536,1536,128,2,2,p2p-i-la,3,100.205413
1536,1536,1536,128,2,2,p2p-i-la,4,97.953257
1536,1536,1536,128,2,2,p2p-i-la,4,100.664696
1536,1536,1536,128,2,2,p2p-i-la,4,100.395577
1536,1536,1536,128,2,2,p2p-i-la,4,99.959413
1536,1536,1536,128,2,2,p2p-i-la,4,100.23452
1536,1536,1536,128,2,2,p2p-i-la,5,98.233386
1536,1536,1536,128,2,2,p2p-i-la,5,100.673083
1536,1536,1536,128,2,2,p2p-i-la,5,100.096087
1536,1536,1536,128,2,2,p2p-i-la,5,100.147261
1536,1536,1536,128,2,2,p2p-i-la,5,99.167518
1536,1536,1536,128,2,2,p2p-i-la,6,97.269669
1536,1536,1536,128,2,2,p2p-i-la,6,99.573519
1536,1536,1536,128,2,2,p2p-i-la,6,99.003613
1536,1536,1536,128,2,2,p2p-i-la,6,99.217747
1536,1536,1536,128,2,2,p2p-i-la,6,99.166163
1536,1536,1536,128,2,2,p2p-i-la,7,96.931435
1536,1536,1536,128,2,2,p2p-i-la,7,99.702272
1536,1536,1536,128,2,2,p2p-i-la,7,99.529762
1536,1536,1536,128,2,2,p2p-i-la,7,99.657034
1536,1536,1536,128,2,2,p2p-i-la,7,99.396
1536,1536,1536,128,2,2,p2p-i-la,8,96.68833
1536,1536,1536,128,2,2,p2p-i-la,8,99.536596
1536,1536,1536,128,2,2,p2p-i-la,8,98.421478
1536,1536,1536,128,2,2,p2p-i-la,8,98.762127
1536,1536,1536,128,2,2,p2p-i-la,8,98.950893
1536,1536,1536,128,2,2,p2p-i-la,9,95.20863
1536,1536,1536,128,2,2,p2p-i-la,9,99.308836
1536,1536,1536,128,2,2,p2p-i-la,9,98.603576
1536,1536,1536,128,2,2,p2p-i-la,9,98.957647
1536,1536,1536,128,2,2,p2p-i-la,9,98.67473
1536,1536,1536,128,2,2,p2p-i-la,10,95.546263
1536,1536,1536,128,2,2,p2p-i-la,10,99.988377
1536,1536,1536,128,2,2,p2p-i-la,10,100.269183
1536,1536,1536,128,2,2,p2p-i-la,10,99.980094
1536,1536,1536,128,2,2,p2p-i-la,10,98.760783
1536,1536,1536,128,2,2,p2p-i-la,11,94.883324
1536,1536,1536,128,2,2,p2p-i-la,11,95.826706
1536,1536,1536,128,2,2,p2p-i-la,11,98.520479
1536,1536,1536,128,2,2,p2p-i-la,11,98.234715
1536,1536,1536,128,2,2,p2p-i-la,11,97.955901
1536,1536,1536,128,2,2,p2p-i-la,12,93.608829
1536,1536,1536,128,2,2,p2p-i-la,12,99.053675
1536,1536,1536,128,2,2,p2p-i-la,12,98.402761
1536,1536,1536,128,2,2,p2p-i-la,12,98.501735
1536,1536,1536,128,2,2,p2p-i-la,12,98.294669
512,512,512,128,4,4,p2p,0,48.392906
512,512,512,128,4,4,p2p,0,58.457198
512,512,512,128,4,4,p2p,0,58.216322
512,512,512,128,4,4,p2p,0,58.065207
512,512,512,128,4,4,p2p,0,57.579462
512,512,512,128,4,4,bcast,0,49.191032
512,512,512,128,4,4,bcast,0,55.473334
512,512,512,128,4,4,bcast,0,57.517776
512,512,512,128,4,4,bcast,0,56.883972
512,512,512,128,4,4,bcast,0,57.211309
512,512,512,128,4,4,p2p-i-la,1,43.025399
512,512,512,128,4,4,p2p-i-la,1,52.696397
512,512,512,128,4,4,p2p-i-la,1,53.956876
512,512,512,128,4,4,p2p-i-la,1,53.859439
512,512,512,128,4,4,p2p-i-la,1,53.409362
512,512,512,128,4,4,p2p-i-la,2,36.373369
512,512,512,128,4,4,p2p-i-la,2,51.642065
512,512,512,128,4,4,p2p-i-la,2,52.737809
512,512,512,128,4,4,p2p-i-la,2,50.907541
512,512,512,128,4,4,p2p-i-la,2,52.367433
512,512,512,128,4,4,p2p-i-la,3,37.189728
512,512,512,128,4,4,p2p-i-la,3,50.686455
512,512,512,128,4,4,p2p-i-la,3,52.541682
512,512,512,128,4,4,p2p-i-la,3,53.134494
512,512,512,128,4,4,p2p-i-la,3,53.229319
512,512,512,128,4,4,p2p-i-la,4,35.117145
512,512,512,128,4,4,p2p-i-la,4,50.334795
512,512,512,128,4,4,p2p-i-la,4,52.935406
512,512,512,128,4,4,p2p-i-la,4,50.203003
512,512,512,128,4,4,p2p-i-la,4,51.731634
1024,1024,1024,128,4,4,p2p,0,76.249244
1024,1024,1024,128,4,4,p2p,0,78.558812
1024,1024,1024,128,4,4,p2p,0,77.122772
1024,1024,1024,128,4,4,p2p,0,77.618953
1024,1024,1024,128,4,4,p2p,0,76.327836
1024,1024,1024,128,4,4,bcast,0,77.852512
1024,1024,1024,128,4,4,bcast,0,80.079192
1024,1024,1024,128,4,4,bcast,0,79.571798
1024,1024,1024,128,4,4,bcast,0,79.360075
1024,1024,1024,128,4,4,bcast,0,79.386479
1024,1024,1024,128,4,4,p2p-i-la,1,67.667115
1024,1024,1024,128,4,4,p2p-i-la,1,71.561321
1024,1024,1024,128,4,4,p2p-i-la,1,71.210122
1024,1024,1024,128,4,4,p2p-i-la,1,70.963042
1024,1024,1024,128,4,4,p2p-i-la,1,70.713017
1024,1024,1024,128,4,4,p2p-i-la,2,65.795019
1024,1024,1024,128,4,4,p2p-i-la,2,70.3332
1024,1024,1024,128,4,4,p2p-i-la,2,70.165447
1024,1024,1024,128,4,4,p2p-i-la,2,70.083014
1024,1024,1024,128,4,4,p2p-i-la,2,69.807354
1024,1024,1024,128,4,4,p2p-i-la,3,64.226691
1024,1024,1024,128,4,4,p2p-i-la,3,69.65113
1024,1024,1024,128,4,4,p2p-i-la,3,69.47312
1024,1024,1024,128,4,4,p2p-i-la,3,69.443916
1024,1024,1024,128,4,4,p2p-i-la,3,69.184396
1024,1024,1024,128,4,4,p2p-i-la,4,62.367022
1024,1024,1024,128,4,4,p2p-i-la,4,68.929022
1024,1024,1024,128,4,4,p2p-i-la,4,69.148752
1024,1024,1024,128,4,4,p2p-i-la,4,68.087626
1024,1024,1024,128,4,4,p2p-i-la,4,68.660152
1024,1024,1024,128,4,4,p2p-i-la,5,61.382985
1024,1024,1024,128,4,4,p2p-i-la,5,69.307203
1024,1024,1024,128,4,4,p2p-i-la,5,68.7767
1024,1024,1024,128,4,4,p2p-i-la,5,68.48935
1024,1024,1024,128,4,4,p2p-i-la,5,66.335639
1024,1024,1024,128,4,4,p2p-i-la,6,59.582808
1024,1024,1024,128,4,4,p2p-i-la,6,69.108696
1024,1024,1024,128,4,4,p2p-i-la,6,68.141639
1024,1024,1024,128,4,4,p2p-i-la,6,67.853126
1024,1024,1024,128,4,4,p2p-i-la,6,67.838122
1024,1024,1024,128,4,4,p2p-i-la,7,58.32067
1024,1024,1024,128,4,4,p2p-i-la,7,67.887446
1024,1024,1024,128,4,4,p2p-i-la,7,67.949743
1024,1024,1024,128,4,4,p2p-i-la,7,67.739688
1024,1024,1024,128,4,4,p2p-i-la,7,67.81884
1024,1024,1024,128,4,4,p2p-i-la,8,57.95864
1024,1024,1024,128,4,4,p2p-i-la,8,68.087626
1024,1024,1024,128,4,4,p2p-i-la,8,68.258594
1024,1024,1024,128,4,4,p2p-i-la,8,67.601085
1024,1024,1024,128,4,4,p2p-i-la,8,67.848837
1536,1536,1536,128,4,4,p2p,0,86.537289
1536,1536,1536,128,4,4,p2p,0,86.376402
1536,1536,1536,128,4,4,p2p,0,86.128
1536,1536,1536,128,4,4,p2p,0,84.288009
1536,1536,1536,128,4,4,p2p,0,86.575535
1536,1536,1536,128,4,4,bcast,0,87.875035
1536,1536,1536,128,4,4,bcast,0,89.414457
1536,1536,1536,128,4,4,bcast,0,88.960098
1536,1536,1536,128,4,4,bcast,0,88.784648
1536,1536,1536,128,4,4,bcast,0,86.805726
1536,1536,1536,128,4,4,p2p-i-la,1,78.613347
1536,1536,1536,128,4,4,p2p-i-la,1,79.431827
1536,1536,1536,128,4,4,p2p-i-la,1,78.986019
1536,1536,1536,128,4,4,p2p-i-la,1,78.89746
1536,1536,1536,128,4,4,p2p-i-la,1,77.597455
1536,1536,1536,128,4,4,p2p-i-la,2,74.923836
1536,1536,1536,128,4,4,p2p-i-la,2,77.855854
1536,1536,1536,128,4,4,p2p-i-la,2,76.851991
1536,1536,1536,128,4,4,p2p-i-la,2,77.317657
1536,1536,1536,128,4,4,p2p-i-la,2,76.215965
1536,1536,1536,128,4,4,p2p-i-la,3,76.144703
1536,1536,1536,128,4,4,p2p-i-la,3,77.678124
1536,1536,1536,128,4,4,p2p-i-la,3,77.925331
1536,1536,1536,128,4,4,p2p-i-la,3,77.736443
1536,1536,1536,128,4,4,p2p-i-la,3,75.340515
1536,1536,1536,128,4,4,p2p-i-la,4,70.366576
1536,1536,1536,128,4,4,p2p-i-la,4,75.955578
1536,1536,1536,128,4,4,p2p-i-la,4,75.374204
1536,1536,1536,128,4,4,p2p-i-la,4,74.607622
1536,1536,1536,128,4,4,p2p-i-la,4,74.178483
1536,1536,1536,128,4,4,p2p-i-la,5,72.167974
1536,1536,1536,128,4,4,p2p-i-la,5,76.325926
1536,1536,1536,128,4,4,p2p-i-la,5,75.823672
1536,1536,1536,128,4,4,p2p-i-la,5,75.796713
1536,1536,1536,128,4,4,p2p-i-la,5,74.37564
1536,1536,1536,128,4,4,p2p-i-la,6,72.641014
1536,1536,1536,128,4,4,p2p-i-la,6,77.251732
1536,1536,1536,128,4,4,p2p-i-la,6,76.210359
1536,1536,1536,128,4,4,p2p-i-la,6,76.623679
1536,1536,1536,128,4,4,p2p-i-la,6,75.292768
1536,1536,1536,128,4,4,p2p-i-la,7,71.674106
1536,1536,1536,128,4,4,p2p-i-la,7,77.451506
1536,1536,1536,128,4,4,p2p-i-la,7,76.990775
1536,1536,1536,128,4,4,p2p-i-la,7,76.54599
1536,1536,1536,128,4,4,p2p-i-la,7,75.414985
1536,1536,1536,128,4,4,p2p-i-la,8,71.557345
1536,1536,1536,128,4,4,p2p-i-la,8,76.927035
1536,1536,1536,128,4,4,p2p-i-la,8,75.588019
1536,1536,1536,128,4,4,p2p-i-la,8,76.17191
1536,1536,1536,128,4,4,p2p-i-la,8,75.205269
1536,1536,1536,128,4,4,p2p-i-la,9,70.919473
1536,1536,1536,128,4,4,p2p-i-la,9,76.422502
1536,1536,1536,128,4,4,p2p-i-la,9,76.413641
1536,1536,1536,128,4,4,p2p-i-la,9,74.866565
1536,1536,1536,128,4,4,p2p-i-la,9,74.837963
1536,1536,1536,128,4,4,p2p-i-la,10,69.386408
1536,1536,1536,128,4,4,p2p-i-la,10,76.232803
1536,1536,1536,128,4,4,p2p-i-la,10,75.86971
1536,1536,1536,128,4,4,p2p-i-la,10,75.602999
1536,1536,1536,128,4,4,p2p-i-la,10,74.297107
1536,1536,1536,128,4,4,p2p-i-la,11,69.88889
1536,1536,1536,128,4,4,p2p-i-la,11,78.137879
1536,1536,1536,128,4,4,p2p-i-la,11,75.898313
1536,1536,1536,128,4,4,p2p-i-la,11,76.904996
1536,1536,1536,128,4,4,p2p-i-la,11,75.63219
1536,1536,1536,128,4,4,p2p-i-la,12,69.247189
1536,1536,1536,128,4,4,p2p-i-la,12,76.717766
1536,1536,1536,128,4,4,p2p-i-la,12,76.37016
1536,1536,1536,128,4,4,p2p-i-la,12,75.902287
1536,1536,1536,128,4,4,p2p-i-la,12,74.380218
